Rotation ID,Schools,Sites,Program,Experience,Student Count,Student Slots,Students,Start Date,End Date,Shift Start,Shift End,Total Hours per Person,Days of the Week,Faculty Name,Preceptor Name,Rotation Type,Course,Unit,Status,Cleaned Status,Year,Cohort,Cohort_ID
312954,Chamberlain College of Nursing - Georgia,Emory Johns Creek Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-01,2023-06-25,07:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,3rd floor: med-surg,Archived (Denied),Denied,2023,Spring 2023,90
312959,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-11,2023-04-26,07:00:00,19:00:00,144,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,6E,Archived (Withdrawn),Withdrawn,2023,Spring 2023,64
312960,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10009, 10010, 10011, 10012, 10013, 10014, 10015, 10016",2023-01-13,2023-04-28,07:00:00,19:00:00,144,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,3SW,Archived (Completed),Completed,2023,Spring 2023,69
312961,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10017, 10018, 10019, 10020, 10021, 10022, 10023, 10024",2023-05-10,2023-06-28,07:00:00,19:00:00,96,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,6W,Archived (Completed),Completed,2023,Spring 2023,96
312962,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10025, 10026, 10027, 10028, 10029, 10030, 10031, 10032",2023-05-12,2023-06-30,07:00:00,19:00:00,96,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,3SW,Archived (Completed),Completed,2023,Spring 2023,99
312968,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-11,2023-04-26,07:00:00,19:00:00,144,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,51: Med-Surg,Archived (Withdrawn),Withdrawn,2023,Spring 2023,64
312969,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-02,2023-04-26,07:00:00,19:00:00,144,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,51: Med-Surg,Archived (Denied),Denied,2023,Spring 2023,58
312970,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-01,2023-06-25,07:00:00,19:00:00,96,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Collaborative Health,51: Med-Surg,Archived (Denied),Denied,2023,Spring 2023,90
312971,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-01,2023-06-25,07:00:00,19:00:00,96,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,51: Med-Surg,Archived (Denied),Denied,2023,Spring 2023,90
319596,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10033, 10034, 10035, 10036, 10037, 10038",2023-03-10,2023-04-28,07:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NR 326 - Mental Health Nursing,Behavioral Health (acute) - 1800,Archived (Completed),Completed,2023,Spring 2023,82
319605,Chamberlain College of Nursing - Georgia,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,6,6,"10039, 10040, 10041, 10042, 10043, 10044",2023-01-13,2023-03-03,07:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NR 326 - Mental Health Nursing,Inpatient Psych,Archived (Completed),Completed,2023,Spring 2023,68
319606,Chamberlain College of Nursing - Georgia,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,6,6,"10045, 10046, 10047, 10048, 10049, 10050",2023-03-10,2023-04-28,07:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NR 326 - Mental Health Nursing,-no preference-,Archived (Completed),Completed,2023,Spring 2023,82
322010,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"10051, 10052, 10053, 10054, 10055, 10056, 10057",2023-01-12,2023-02-24,07:00:00,15:00:00,48,Thu,ID Missing,No Preceptor Assigned,Fundamentals,NR 226 - Fundamentals - Patient Care,4W,Archived (Completed),Completed,2023,Spring 2023,65
322011,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"10058, 10059, 10060, 10061, 10062, 10063",2023-01-12,2023-03-02,07:00:00,15:00:00,48,Thu,ID Missing,No Preceptor Assigned,Fundamentals,NR 226 - Fundamentals - Patient Care,5E,Archived (Completed),Completed,2023,Spring 2023,66
322012,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-06,2023-02-24,07:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Fundamentals,NR 226 - Fundamentals - Patient Care,4W,Archived (Denied),Denied,2023,Spring 2023,59
337862,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10064,2023-03-15,2023-04-30,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,401
338971,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Hillandale Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,Emergency Dept,Archived (Denied),Denied,2023,Spring 2023,398
338972,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Hillandale Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,Med/Surg,Archived (Denied),Denied,2023,Spring 2023,398
338977,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Hillandale Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,3rd floor,Archived (Denied),Denied,2023,Spring 2023,398
338993,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,5G: Medical,Archived (Denied),Denied,2023,Spring 2023,398
338994,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,4G: Telemetry,Archived (Denied),Denied,2023,Spring 2023,398
338995,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,6G: Medical,Archived (Denied),Denied,2023,Spring 2023,398
338996,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital,Nursing,Precepted Rotation,1,1,10065,2023-03-15,2023-04-30,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,7T: Surgical,Archived (Completed),Completed,2023,Spring 2023,401
338999,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,3W,Archived (Denied),Denied,2023,Spring 2023,398
339000,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,4W,Archived (Denied),Denied,2023,Spring 2023,398
339001,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-11,2023-03-12,00:00:00,23:59:00,125,"Wed, Thu, Fri, Sat, Sun",ID Missing,No Preceptor Assigned,Practicum,NUR 404 - Senior Practicum and Role Transition,5W,Archived (Denied),Denied,2023,Spring 2023,398
339109,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"10066, 10067, 10068, 10069, 10070, 10071",2023-01-19,2023-04-20,07:00:00,16:00:00,95,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NUR 317 - Adult Health,6E,Archived (Completed),Completed,2023,Spring 2023,400
340221,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"10072, 10073, 10074, 10075, 10076, 10077",2023-01-18,2023-04-19,07:00:00,16:00:00,95,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NUR 317 - Adult Health,6W,Archived (Completed),Completed,2023,Spring 2023,399
343680,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-14,2023-04-29,07:00:00,19:00:00,144,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,6W,Archived (Withdrawn),Withdrawn,2023,Spring 2023,71
343681,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-14,2023-04-29,07:00:00,19:00:00,144,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,3SW,Archived (Withdrawn),Withdrawn,2023,Spring 2023,71
343682,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-13,2023-07-01,07:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,6W,Archived (Denied),Denied,2023,Spring 2023,100
343683,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-13,2023-07-01,07:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Collaborative Health,3SW,Archived (Withdrawn),Withdrawn,2023,Spring 2023,100
343684,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-14,2023-04-29,07:00:00,19:00:00,144,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,51: Med-Surg,Archived (Withdrawn),Withdrawn,2023,Spring 2023,71
343685,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-01,2023-06-25,07:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,51: Med-Surg,Archived (Denied),Denied,2023,Spring 2023,90
343686,Chamberlain College of Nursing - Georgia,Emory Johns Creek Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-14,2023-04-29,07:00:00,19:00:00,144,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,3rd floor: med-surg,Archived (Withdrawn),Withdrawn,2023,Spring 2023,71
343687,Chamberlain College of Nursing - Georgia,Emory Johns Creek Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-13,2023-07-01,07:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,3rd floor: med-surg,Archived (Withdrawn),Withdrawn,2023,Spring 2023,100
343690,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-02,2023-01-29,07:00:00,19:00:00,48,Mon,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,57
343691,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-30,2023-02-26,07:00:00,19:00:00,48,Mon,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,72
343692,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-02,2023-01-29,07:00:00,19:00:00,48,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,57
343693,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-30,2023-02-26,07:00:00,19:00:00,48,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,72
343696,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-02,2023-01-29,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,57
343697,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-30,2023-02-26,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,72
343698,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-02-27,2023-03-26,07:00:00,19:00:00,48,Mon,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,76
343699,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-03-27,2023-04-23,07:00:00,19:00:00,48,Mon,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,85
343700,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-02-27,2023-03-26,07:00:00,19:00:00,48,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,76
343701,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-03-27,2023-04-23,07:00:00,19:00:00,48,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,85
343702,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10078, 10079, 10039, 10080, 10081, 10082",2023-03-10,2023-03-31,07:00:00,19:00:00,48,Fri,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Completed),Completed,2023,Spring 2023,81
343703,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-04-07,2023-04-28,07:00:00,19:00:00,48,Fri,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Withdrawn),Withdrawn,2023,Spring 2023,87
343704,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-02-27,2023-03-26,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,76
343705,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-03-27,2023-04-23,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,85
343706,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-05-01,2023-05-28,07:00:00,19:00:00,48,Mon,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,89
343707,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-05-29,2023-06-25,07:00:00,19:00:00,48,Mon,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,101
343708,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-05-01,2023-05-28,07:00:00,19:00:00,48,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,89
343709,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-05-29,2023-06-25,07:00:00,19:00:00,48,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,101
343712,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-05-01,2023-05-28,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,89
343713,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-05-29,2023-06-25,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NR 327 - Maternal Child,L&D,Archived (Denied),Denied,2023,Spring 2023,101
343901,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"10083, 10084, 10085, 10086, 10087, 10088, 10089, 10090",2023-01-14,2023-04-29,07:00:00,19:00:00,144,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446/452 - Colaborative and Capstone - Senior Practicum,Stroke Telemetry - 4400,Archived (Completed),Completed,2023,Spring 2023,71
343902,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-11,2023-06-29,07:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,General Medical,Archived (Denied),Denied,2023,Spring 2023,97
343903,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-13,2023-07-01,07:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Senior Practicum - Collaborative Healthcare,General Medical,Archived (Withdrawn),Withdrawn,2023,Spring 2023,100
344178,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-09,2023-06-27,07:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,Surgical Oncology,Archived (Denied),Denied,2023,Spring 2023,94
344179,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-05-11,2023-06-29,07:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,Surgical Oncology,Archived (Denied),Denied,2023,Spring 2023,97
344180,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,7,8,"10091, 10092, 10093, 10094, 10095, 10096, 10097",2023-01-10,2023-02-28,07:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,22: Med/Surg,Archived (Completed),Completed,2023,Spring 2023,63
344181,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"10079, 10098, 10099, 10100, 10101, 10102, 10103, 10104",2023-01-12,2023-03-02,07:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,22: Med/Surg,Archived (Completed),Completed,2023,Spring 2023,66
344182,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,8,"10058, 10059, 10060, 10061, 10063, 10105",2023-02-28,2023-04-23,07:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,22: Med/Surg,Archived (Completed),Completed,2023,Spring 2023,77
344183,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"10106, 10107, 10108, 10109, 10110, 10111, 10112, 10113",2023-03-02,2023-04-20,07:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,22: Med/Surg,Archived (Completed),Completed,2023,Spring 2023,78
344184,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"10107, 10108, 10109, 10110, 10111, 10112, 10113, 10114",2023-05-09,2023-06-27,07:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,22: Med/Surg,Archived (Completed),Completed,2023,Spring 2023,94
